DisplayName,UserName,Timestamp,Content,Comments,Likes,Retweets,Interactions,Delito
Daniel Ingaramo,@DanielIngaramo,2023-09-02 17:33:36+00:00,"Si yo fuera asesor de 
@PatoBullrich
 le diría que vaya al hospital más prestigioso y se haga estudio para saber si tiene una adicción. Y, apenas lo tenga, desafíe a Milei a hacerse una evaluación siquiátrica, la más simple y básica que haya.
Si quiere que él mismo elija el médico.",0.0,1.0,1.0,5.0,0
Rasta de Milei 32%,@liber_rasta,2023-09-02 17:33:32+00:00,JAJAAJAAJJAAJAAJAAJAJAJJAJAAJAJAJAJAJ coincidencia o no pero me lo crucé hace 1 semana jajjsjajaj,0.0,0.0,0.0,5.0,0
Finchelstein,@FinchelsteinF,2023-09-02 17:33:27+00:00,"Argentine Mini Trump Milei says it is ok for companies to contaminate rivers...this is the same person that says that climate change is a ""socialist hoax.""",0.0,4.0,8.0,5.0,0
Santiago Acuña,@SantiagoA_Acuna,2023-09-02 17:32:51+00:00,"Milei dice ”una empresa puede contaminar el agua todo lo que quiera” 

Esto piensan votar? 

#Elecciones2023 #Milei #UnionPorLaPatria #UnionXLaPatria #MassaPresidente #MassaPresidente2023 #40AñosDeDemocracia",0.0,0.0,0.0,704.0,0
RAF,@FaermanRicardo,2023-09-02 17:32:48+00:00,Pseudologia fantastica - la diferencia radica en que sabemos y podemos probar que Massa es un mitómano y en el caso de Milei tenemos derecho a suponerlo pero no podemos probarlo.,0.0,0.0,0.0,704.0,0
Roberto Domingo,@Roberto21919193,2023-09-02 17:32:44+00:00,"La victimaria, se victimiza jajajajaja.
Ahora entienden x votan a Milei!!!",0.0,0.0,0.0,2.0,0
Chino Herman ( Alberto Parmigiano),@Chinoherman,2023-09-02 17:32:32+00:00,Milei se la da millonario y no paga Aysa.,0.0,0.0,0.0,2.0,0
Santiago Oría,@Santiago_Oria,2023-09-02 17:32:26+00:00,"Habla de EEUU, pero aplica a la Argentina y muchas partes del mundo. La gente ya no cree en los medios tradicionales de noticias. Por eso, aunque mientan descaradamente sobre Milei, no les funcionan las operaciones.",3.0,9.0,39.0,22.0,0
R24N,@NoticiasR24,2023-09-02 17:32:04+00:00,Qué habló Gerardo Martínez con Javier Milei en la reunión secreta: “No quiere hacer una reforma laboral” http://dlvr.it/SvXY1M,0.0,0.0,0.0,22.0,0
David Carvajal Acuña,@DaveCarvajal7,2023-09-02 17:32:04+00:00,"Escucho a Milei y solo puedo pensar en mi ex-amigo, economista también, que repostea los vídeos y opiniones de ese señor. 

Los libertarios son un chiste andante.",0.0,0.0,1.0,22.0,0
diariocordoba,@diariocordobaok,2023-09-02 17:32:02+00:00,Qué habló Gerardo Martínez con Javier Milei en la reunión secreta: “No quiere hacer una reforma laboral”,0.0,0.0,0.0,22.0,0
RED 92,@RED92cadadiamas,2023-09-02 17:31:56+00:00,"| #NoticiasRED92 | #Milei | #MileiNoMiente | 

Para Milei ""una empresa puede contaminar un río todo lo que quiera""",0.0,0.0,0.0,6.0,0
MDB1959,@MDB1928,2023-09-02 17:31:49+00:00,"@actrices_arg
 Actrices pedorras y todas peronchas. Llega Milei y tendrán que salir a laburar x las provincias en carromato. Como hace 70 años!!",0.0,1.0,1.0,6.0,0
Stannis 2.0,@stannis2punto0,2023-09-02 17:31:44+00:00,"Presentación del gabinete de Javier Milei, 11 de Diciembre de 2023",0.0,0.0,0.0,6.0,0
SilvinaSoria2023LA LEONA DE Avellaneda,@SilvinaSoria14,2023-09-02 17:31:38+00:00,Milei es un mentiroso total.,0.0,0.0,0.0,6.0,0
Nicolás,@Iunadeoleo,2023-09-02 17:31:34+00:00,Cuando asuma milei: que se bañen toodooos,0.0,0.0,1.0,6.0,0
Don Masino,@IlbossESolo,2023-09-02 17:31:33+00:00,"Macri es un hijo de puta. Trajo estas larvas munipas a ocupar bancas y ahora PIDE EL VOTO x Bullrich??? ÉSTA MAURICIO, ÉSTA!! Quedate con Gonzalez, Lospenato, Larreta, Vidal y lcdtm. 
@PatoBullrich
 NUNCA VAS A GANAR CON ESTAS MISERABLES. JAMÁS. 
MILEI O EZEIZA",0.0,0.0,0.0,6.0,0
Mafaldita,@Mafaldi33394577,2023-09-02 17:31:33+00:00,"Milei también se tiñe, ese color de pelo a los 53 años? No, se tiñe...",0.0,0.0,0.0,6.0,0
Salvaje Unitario,@SalvajeUnitario,2023-09-02 17:31:05+00:00,"O entendieron cualquier cosa y creen que Milei dijo que está todo bien con contaminar ríos y son idiotas irredimibles, o mienten a sabiendas y son hijos de puta irredimibles.",0.0,1.0,0.0,12.0,0
Lady Rabiosa,@lady_rabiosa,2023-09-02 17:31:04+00:00,"Un hombre de Eurnekian podría ser el jefe de gabinete de Milei.
El vínculo del candidato del espacio libertario con el dueño del Grupo América comenzó en 2008, cuando Milei fue economista en Aeropuertos 2000 y calculaba los riesgos de las acciones que
https://cronista.com/economia-politica/nicolas-posse-un-hombre-de-eurnekian-podria-ser-el-jefe-de-gabinete-de-milei-de-quien-se-trata/…",1.0,3.0,3.0,12.0,0
Jorge Castro,@JorgeCa48848105,2023-09-02 17:31:03+00:00,El Demente Milei,0.0,0.0,0.0,12.0,0
Marcelo Lopez,@Marcelo12732805,2023-09-02 17:31:00+00:00,"El Peronismo infla y apoya a Milei,porque sabe que en la Presidencia dura menos que un pedo en una Canasta!",0.0,0.0,0.0,12.0,0
medusal,@medusalmon,2023-09-02 17:30:56+00:00,"pero 
@SantoroLeandro
 vos querés que gane milei en primera vuelta?",0.0,0.0,1.0,12.0,0
Daniel Gonzalez,@Daniel16347630,2023-09-02 17:30:43+00:00,Milei tiene ministro de seguridad.. el anti casta nombraría a Gomez Centurión..,0.0,0.0,0.0,19.0,0
Gonzalo Cané,@gonzalo_cane,2023-09-02 17:30:33+00:00,Creo que corresponde reivindicar a todas aquellas personas que en todos los sectores politicos han dedicado su vida a la politica y lo han hecho honestamente. No todo es casta corrupta como ordena Milei. Hay muchas vocaciones por la cosa publica.,0.0,0.0,1.0,19.0,0
Cluni,@MrCluni,2023-09-02 17:30:30+00:00,"Claramente hay una campaña de desprestigio hacia Javier Milei, protagonizada por él mismo. 
¿No entendí lo de los hombres de paja, se refiere a sus seguidores?",11.0,40.0,58.0,19.0,0
Fer,@gordoxxeta,2023-09-02 17:30:14+00:00,"Es como Harry Potter esto, Milei tiene que agarrar el bastón de mando de saúco, partirlo al medio y tirarlo al riachuelo, y al otro día somos wakanda",1.0,1.0,9.0,4.0,0
sil,@silvia_dlc,2023-09-02 17:30:04+00:00,Una de las personas a las que más quiero en este mundo me acaba de confesar que es votante de Milei. Me duele el corazoncito,0.0,0.0,3.0,4.0,0
El Venezolano Colombia,@ElVenezolanoCo,2023-09-02 17:30:00+00:00,#Colombia Javier Milei: Respuesta contundente a las acusaciones del presidente Gustavo Petro,0.0,0.0,0.0,4.0,0
PuntoDeCorte.net,@Punto_deCorte,2023-09-02 17:30:00+00:00,"#Opinión | La semana Evans | El objetivo del nuevo CNE, la degradación del servicio público, heces en Puente Llaguno, jubilados en huelga de hambre, violencia política y Milei",0.0,0.0,0.0,4.0,0
Agustin Rojas,@haterjoindachat,2023-09-02 17:30:00+00:00,"Hay 3700 votos de diferencia entre Milei y  Massa en Formosa capital, la nueva meta tiene que ser ganarle capital al peronismo.",1.0,0.0,2.0,4.0,0
CBST INFO,@CBSTinfo,2023-09-02 17:29:57+00:00,"#02Sept Atendiendo el Llamado del Presidente 
@NicolasMaduro
  y el C/G de la Milicia M/G 
@MarcanoTabatha
 a preservar la Paz. La Clase Trabajadora de la CBST-FALCON decimos presente a la formación cívico-militar desde el Comando de la Zona Nro 13 de la GNB en la Vela de Coro

Milei",0.0,1.0,1.0,4.0,0
Artem Joyero Ucraniano,@ArtemJoyero1,2023-09-02 17:29:37+00:00,"Tremenda falopa conspiranoica la de Grabois! Encima ya no es Batallón, sino Regimiento Azov, y no es una unidad independiente, ya que forma parte de la Guardia Nacional Ucraniana. Encima Grabois y Milei son íntimos amigos con mucho en común, rara está acusación en plena campaña.",3.0,0.0,1.0,7.0,0
nico,@nico__nd,2023-09-02 17:29:36+00:00,Bonelli: quien es mejor? Los mierdas de Milei y Massa o Bullrich con el hermoso de Melconian?,2.0,2.0,11.0,7.0,0
alvaro perez conci,@AlvaroPconci,2023-09-02 17:29:17+00:00,"Claramente la imbesilidad humana ( si existe la palabra) no encuentra techo ….. y acá tenemos un exponente de primera, un candidato autodestructivo con una vice que defiende asesinos. 

Milei: ""Una empresa puede contaminar el río todo lo que quiera""",0.0,0.0,0.0,7.0,0
ataliva ignacio,@atalaprovitta,2023-09-02 17:29:09+00:00,"Me mostrás esto y paso a estar enojado con el Estado, no con Milei.

Dejen de hacerle la campaña! Con estas pelotudeces va a sacar más votos!",0.0,0.0,0.0,356.0,0
Mulá,@QuijoteConserva,2023-09-02 17:29:02+00:00,"Un asesor ya le dijo a Milei que mejor use metáforas futboleras.

Milei: ""Es como cuando los jugadores de la 9na están en las duchas y...""",0.0,3.0,14.0,356.0,0
Daniel Oscar Gonzalez,@DanielOscarGon6,2023-09-02 17:28:57+00:00,"Añoranzas | Milei anuncia que pondrá al excarapintada Gómez Centurión al frente de Seguridad y Defensa... el contra casta https://laizquierdadiario.com/Milei-anuncia-que-pondra-al-excarapintada-Gomez-Centurion-al-frente-de-Seguridad-y-Defensa?utm_source=lid&utm_medium=tw&utm_campaign=article-social-actions…, vía 
@izquierdadiario",0.0,0.0,0.0,356.0,0
RubenDQ,@LicRdq,2023-09-02 17:28:56+00:00,"Massa, Milei y Cía ensucian el concepto de Libertad... Claro para Massa y el kirchnerismo libertad significa no estar preso y Delay por las dudas se prende",0.0,0.0,0.0,356.0,0
La PolitiK,@LaPoliti_Ka,2023-09-02 17:28:30+00:00,"@petrogustavo
 @LulaOficial
 @LuisLacallePou
 SE SIENTE! SE SIENTE! MILEI PRESIDENTE!! ALBERDI AL PODER!!",0.0,0.0,0.0,18.0,0
Chupetín de Ajenjo,@SoyAjenjo,2023-09-02 17:28:29+00:00,Milei mañana: amo a Lali,0.0,0.0,0.0,18.0,0
Bruno Rodríguez,@Brunorodok,2023-09-02 17:28:21+00:00,"Con Milei estamos mucho más cerca de parecernos a Haití, Chad, Irak, Ghana y otros países que lideran el ranking de contaminación, que a norteamérica o Europa. Su proyecto de país es subdesarrollo y miseria.",1.0,6.0,23.0,18.0,0
"Pame mar ""Justicia social Aberración""Mileiudo",@pamemar1,2023-09-02 17:28:17+00:00,"Si sos de los que va a votar a Milei aunque sabe que es un hdp, para que ""reviente todo"" y porque no va a durar ""ni dos meses"" , porfa contestá : 

Cómo reventaría: qué pasará? Y porqué? 
Vos vas a salir a la calle?
Cuál será el resultado de eso?",1.0,1.0,0.0,18.0,0
Gurruchava,@Gurruchava,2023-09-02 17:28:16+00:00,"Milei da cátedra sobre el aborto #shorts https://youtube.com/shorts/zI1K_3Rwak0?si=3DMltJGUPRS99zAU… vía 
@YouTube",0.0,0.0,0.0,18.0,0
Jorge Castro,@JorgeCa48848105,2023-09-02 17:27:45+00:00,El Demente Milei,0.0,0.0,0.0,103.0,0
Jorge Asis,@AsisOberdan,2023-09-02 17:27:44+00:00,"Pantallazo. Trazo grueso. 
Patricia Bullrich se rinde y entrega su suerte a las prédicas del Mesías Carlos Melconian que llegó para evitar el apocalipsis. Justo cuando Javier Milei se desliza entre manos equivocadas para inspirar y movilizar a los lobos y buscapinas de Wall… Show more",38.0,31.0,140.0,103.0,0
Arturo Ayala del Río,@arturoayala_3,2023-09-02 17:27:31+00:00,"Que gane Milei y se acaban los libertarados. Así de simple. Viven en una ridícula utopía, aplaudida por los poderosos, que se estallará contra la realidad.",0.0,2.0,1.0,4.0,0
La Corriente K,@lacorrientek,2023-09-02 17:27:22+00:00,"Dice Milei que si se privatizan los ríos desaparece la contaminación en los ríos que causan los privados. En serio, dijo eso.",0.0,0.0,0.0,4.0,0
noragryn,@noragryn,2023-09-02 17:27:16+00:00,Dice Milei en reportaje con un periodista chileno que la mafia tiene códigos como un elogio!!!Códigos para matar y extorsionar!!!Delirante!!!!Codigos entre ellos y a veces!!!!,0.0,0.0,0.0,4.0,0
noragryn,@noragryn,2023-09-02 17:27:16+00:00,Dice Milei en reportaje con un periodista chileno que la mafia tiene códigos como un elogio!!!Códigos para matar y extorsionar!!!Delirante!!!!Codigos entre ellos y a veces!!!!,0.0,0.0,0.0,8.0,0
danyiel_,@danyiel_,2023-09-02 17:27:11+00:00,Aspiraciones kerneristas: los pibes pobres son tan tontos de no darse cuenta lo que hacen cuando votan a Milei… tan sólo si pudieran ser mis tontos.,0.0,0.0,0.0,8.0,0
Libero1960 Vamos por el 45%,@Libero196O,2023-09-02 17:26:59+00:00,"#MileiEnPrimeraVuelta
Lo peor no es que lo hacen mas lento que Milei, sino que no hacen nada y asi y todo tardan mas que Milei.  ",1.0,0.0,0.0,8.0,0
WEWAVE.ai,@WEVVAVE,2023-09-02 17:26:53+00:00,"Hedge funds have upped bets against Argentina’s bonds as the emergence of radical rightwing candidate Javier Milei has sparked investor fears

The total value of Argentina’s bonds borrowed by investors to wager on a fall in prices has jumped by 65% -FT",1.0,1.0,3.0,8.0,0
Axel Fritzler,@NoSoyAlexOk,2023-09-02 17:26:51+00:00,"Javier Milei: ""El Estado es o sea digamos son tus padres que justo golpean la puerta cuando vos estas poniéndote lubricante en el pene para poder cogerte a tu hermana sin hacer mucho ruido digamos o sea socialismo""",0.0,1.0,5.0,8.0,0
Ultra CoronaVires,@Derribador,2023-09-02 17:26:46+00:00,"Argentina se merece todas las cosas malas que le puedan suceder, incluyendo a Milei.",1.0,0.0,0.0,8.0,0
yun,@yunshian_,2023-09-02 17:26:28+00:00,"No me deja de salir esto de Milei
Es verdad? 

Tardo muy poco en tener su equivalente a que venimos de los barcos ",0.0,0.0,0.0,51.0,0
Luis Pico,@picoluis01,2023-09-02 17:26:19+00:00,"Siempre que veo este video me río. Es una de las ideas (llamar propuesta a esto es mucho) más absurdas y patéticas de Milei.

Por eso está bueno separar ideas liberales de libertarias.",0.0,0.0,0.0,51.0,0
Aye,@alpargadidas,2023-09-02 17:26:16+00:00,Al final el padre de milei es más presente que el mio si le banco la carrera universitaria,0.0,0.0,1.0,51.0,0
OsoChecheno,@OsoChecheno,2023-09-02 17:25:56+00:00,"Para qué votar a la copia trucha 
@PatoBullrich
 cuando  puedo votarlo al original 
@JMilei
?

Dolarización con Milei?
9 meses - 2 años y se acaba la joda con la maquinita al cerrar el banco central.

Bimonetarismo con Bullrich?

8 años y sigue la maquinita...

Es con #Milei2023",0.0,0.0,0.0,21.0,0
Marcos Cuca Lujan,@cucalujan,2023-09-02 17:25:51+00:00,"No será mucho 
@javiermilei
 la comparación?

Jajajaja

#votaban #milei #seguro #Javier #video #viral #tendencia #hoy #elecciones #políticos #argentina #comparaciones #tendencias #tv #televisión #campaña #redes #tendencias",0.0,0.0,0.0,21.0,0
sou_NEGÃO_sim,@Janio65Marinho,2023-09-02 17:25:39+00:00,"ARGENTINOS NO BRASIL. 
VOTE MILEI, E TIRE SEU PAIS DO INFERNO.",0.0,0.0,0.0,21.0,0
Clarín,@clarincom,2023-09-02 17:25:37+00:00,"La candidata a vice de Javier Milei convocó a un evento ""en homenaje a las víctimas del terrorismo"" en la Legislatura porteña  y salieron a cruzarla.

 Más información: https://clar.in/3sHdJD6",46.0,15.0,93.0,21.0,0
.,@santorsi_,2023-09-02 17:25:30+00:00,Yo reconozco que muchas cosas que se dicen de Milei son pelotudeces o exageraciones pero esta analogía tan turbia y específica que se le ocurre es absolutamente SOSPECHOSA,1.0,10.0,139.0,9.0,0
Lett,@milanesasslover,2023-09-02 17:25:29+00:00,"amigo milei habla de que las empresas tienen todo el derecho a contaminar el agua ya que el valor de esta es 0 y está dentro de su PROPIEDAD, necesito saber cómo verga se puede defender esto",0.0,0.0,0.0,9.0,0
Heisenberg,@HeisenbergGC1,2023-09-02 17:25:29+00:00,"Es increíble que suban cortes de milei como si eso le fuese a restar votos jajsjsjsjsjsjs

Esos videos lo llevaron dónde está",0.0,0.0,5.0,9.0,0
Suleiman Yavuz,@SuleimanYavuz,2023-09-02 17:25:25+00:00,Si lo dice Antonio Ríos. Con más razón hay que votarlo a Milei,0.0,0.0,0.0,9.0,0
Paola Villaverde,@VillaverdeDra,2023-09-02 17:25:21+00:00,"@PatoBullrich
 @mauriciomacri
 @CarlosMelconian
 Patricia NO LE TENGAS MIEDO a debatir c MILEI. Vos no tenes q saber de economia, Vos tenes q tener claro ""EL PROYECTO"" de q hacer, no el como hacerlo. Milei debe explicar: 1) Sus ENTONGUES C LOS MOYANO; 2) La utilizacion de la base",1.0,0.0,0.0,9.0,0
Moises,@moisesil17,2023-09-02 17:25:03+00:00,Cuál es el plan de Juntos por el cambio? Criticar a MILEI hasta octubre? NO SEAN FUNCIONALES A LOS K,0.0,0.0,1.0,2.0,0
avadelta,@avadelta,2023-09-02 17:25:02+00:00,Milei una vez más enfocado solamente en la generación y distribución de lo material y productivo. Aún a costa de la degradación espiritual del individuo. Como los comunistas. Pero vamos a ganarle. El marxismo no triunfará.,0.0,0.0,0.0,2.0,0
El Diario d Yrigoyen,@Canillitadeba,2023-09-02 17:25:00+00:00,Todo está muy claro el Peronismo lleva 2 candidatos Massa y Milei.,2.0,10.0,14.0,2.0,0
Daniel Passo,@DanielPasso5,2023-09-02 17:24:56+00:00,"Ni siquiera estamos en octubre y ya están haciendo marchas y protestas contra Milei, son unos deforestados mentales",0.0,0.0,0.0,2.0,0
José Figueroa Alcorta,@Jofa2010,2023-09-02 17:24:31+00:00,"El pacto avanza: Milei se reunió en secreto con hombre clave de Massa, ¿por qué se acercan los candidatos?",0.0,2.0,1.0,234.0,0
Banciella Dickie,@bancielladickie,2023-09-02 17:24:29+00:00,Javier Milei dijo que una empresa puede contaminar un río “todo lo que quiera” y desató una nueva polémica -,0.0,0.0,0.0,234.0,0
,@ManiacAnalyst,2023-09-02 17:24:29+00:00,Si gana milei vamos a ser el verdadero juego del monopoly,0.0,0.0,2.0,234.0,0
Taty,@TatySmith0,2023-09-02 17:24:26+00:00,"Yo comentando algo de Milei 
Los menos inteligentes : defensora del oficialismo 
Mel 
3x5 
No sé quién sos a pesar que pasó comentándote casi todo 
Jajajajaja",0.0,0.0,0.0,234.0,0
Mariee,@MarielaLoopez19,2023-09-02 17:23:58+00:00,"Toda la razón ya lo venia suponiendo, de todas maneras Milei le va a cerrar la boca a esta chorra de 
@CFKArgentina",0.0,0.0,0.0,180.0,0
Raskol,@RaskolBC,2023-09-02 17:23:51+00:00,"Es evidente, de ganar Milei habrá una relectura setentista; único e individual proyecto de Villarruel, vengar la memoria humillada de los terroristas. No importa cuan ajeno sea al interés de lajente. Así será. La historia es una arena de eterna lucha por los sentidos del presente",1.0,5.0,26.0,180.0,0
Rubén de Rosende,@trodain,2023-09-02 17:23:44+00:00,"Xulio Abonjo, Manu Carreño, Adam Driver y Javier Milei",0.0,0.0,0.0,180.0,0
Rubén de Rosende,@trodain,2023-09-02 17:23:44+00:00,"Xulio Abonjo, Manu Carreño, Adam Driver y Javier Milei",0.0,0.0,0.0,9.0,0
Félix Villarroel.,@felixvillarro14,2023-09-02 17:23:41+00:00,"Nivel Maria Corina Machado osea nivel locura total así piensan los capitalistas enfermos ""una empresa puede contaminar el agua todo lo que quiera”, Javier Milei.

Ellos son locos pero más loco será el que vote por uno de estos psicópatas",0.0,8.0,6.0,9.0,0
Roman Calvete,@romancalvete,2023-09-02 17:23:36+00:00,Parece que en lo de los ríos contaminados Milei se inspiró en los ingenios y la justicia de Tucumán,0.0,0.0,0.0,9.0,0
Carlos Navarro Ardanaz,@ArdanazNavarro,2023-09-02 17:17:37+00:00,"#Arcane de lejísimos, la mejor serie  animada de 
@NetflixES
 y una OBRA MAESTRA de primera.",1.0,0.0,1.0,2.0,0
chibi-mom,@yakiniku889,2023-09-02 16:59:23+00:00,"@NetflixES
Gracias!Gracias! GRACIAS!!!!!
YA PODEMOS VER CON EL AUDIO EN LA VERSION JAPONESA! XD
#OnePieceNetflix",0.0,0.0,0.0,2.0,0
/ _ /,@Est3banSP,2023-09-02 16:27:19+00:00,"Bueno 
@NetflixES
 @netflix
 @onepiecenetflix
 gracias por un live action que me ha hecho reír, soltar alguna lágrima y divertirme mucho.
A parte de crearme la necesidad de ver One Piece de nuevo y esperar que continuéis el live action",0.0,0.0,0.0,2.0,0
Estilo y Salud,@tuestiloysalud,2023-09-02 16:18:00+00:00,"Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
https://estiloysalud.es/noticia/10010/estrenos/netflix:-un-lugar-para-sonar-temporada-5---parte-1.html…
 #EstiloySalud #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,2.0,0
Tecno Punta,@tecno_punta,2023-09-02 16:14:00+00:00," Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
https://tecnopunta.es/netflix:-un-lugar-para-sonar-temporada-5---parte-1…
 #TecnoPunta #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,2.0,0
Maese Kelsier,@liberto794,2023-09-02 16:09:12+00:00,"La serie Live Action de One Piece me está pareciendo una maravilla.

Así, si 
@NetflixES",0.0,0.0,0.0,27.0,0
Netflix España,@NetflixES,2023-09-02 16:07:28+00:00,"       
　　    　　   
              Gomu            　
　          Gomu       
　　                    
　　　  　   
　        　 ",7.0,13.0,121.0,27.0,0
Tic Toc Magazine,@tictocmagazine,2023-09-02 16:00:00+00:00," Netflix: (Des)encanto (Temporada 5 - Final)
https://tictoc.es/noticia/6401/estrenos/netflix:-desencanto-temporada-5---final.html…
 #TicToc #Desencanto #Disenchantment #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,27.0,0
El Telegrama,@tutelegrama,2023-09-02 16:00:00+00:00," Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
https://eltelegrama.com/noticia/8345/estrenos/netflix:-un-lugar-para-sonar-temporada-5---parte-1.html…
 #ElTelegrama #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,27.0,0
Óscar 4.0,@Oscar_Lanzarote,2023-09-02 15:36:20+00:00,"@NetflixES
 olé  por one piece. Emocionante. ",0.0,0.0,0.0,3.0,0
El Blog de Chicolini #EmergenciaClimática,@BlogChicolini,2023-09-02 15:09:12+00:00,"Actualización: siguen a la cola 
@AppleTV
 y 
@NetflixES
 
A la cabeza 
@Filmin
 seguida de 
@DisneyPlusES
 (por sus series de dibus). 
@SkyShowtime
 sube, aunque hace cosas raras como subir sólo alguna temporada o sólo piloto
@HBOMaxES
 y 
@PrimeVideoES
 siguen =",0.0,2.0,2.0,3.0,0
El Faro,@elfarotuits,2023-09-02 15:00:01+00:00," Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
https://elfaro.es/noticia/9238/estrenos/netflix:-un-lugar-para-sonar-temporada-5---parte-1.html…
 #ElFaro #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,3.0,0
Legna,@Chamorro46,2023-09-02 14:56:20+00:00,"@NetflixES
 gracias por volver a añadir la película de Spirit: el corcel indomable, mi hija está como loca!. A ver si añadís las de Balto también. Gracias",0.0,0.0,0.0,3.0,0
Marita,@maritalogon,2023-09-02 14:54:18+00:00,"@NetflixES
 hola cómo pongo netflix en mi segundo tv???
Esto me sale",0.0,0.0,0.0,3.0,0
mikey fernandez proyecto sarang,@mikeyfdez,2023-09-02 14:30:18+00:00,"Mi nueva obsesión tiene nombre y apellido: MACKENYU ARATA. Gracias 
@NetflixES
 @onepiecenetflix",0.0,0.0,6.0,16.0,0
Hora Punta,@horapuntanews,2023-09-02 14:08:00+00:00," Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
 https://horapunta.com/noticia/42375/cartelera/netflix:-un-lugar-para-sonar-temporada-5---parte-1.html…
 #HoraPunta #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,34.0,0
《Previously SERIES》,@PreviouslySerie,2023-09-02 13:54:12+00:00,"#OnePiece #OnePieceNetflix

NOVEDAD

Imágenes detrás de cámara del rodaje de la 1T de la maravillosa serie de 
@NetflixES",0.0,13.0,92.0,34.0,0
Juan Carlos Cubeiro,@juancarcubeiro,2023-09-02 13:48:00+00:00,"#HablemosDeTalento «Zonas azules: los secretos de quienes viven más de 100 años » https://linkedin.com/pulse/zonas-azules-los-secretos-de-quienes-viven-m%25C3%25A1s-100-juan-carlos… a través de 
@LinkedIn
 @NatGeoUS
 @NetflixES
 @DanBuettner",0.0,0.0,1.0,34.0,0
EchedeyRPG,@EchedeyRPG,2023-09-02 13:18:02+00:00,"2 Capítulos de One Piece y niño ole 
@NetflixES
 con este Live Action, encima lo estoy viendo con mi mujer que no es de animes ni de Live Action basados en tal y ahí está toda enganchada, ya es una miembro más de la banda Sombrero de paja  #OnePieceNetflix #OnePieceLiveAction",0.0,0.0,0.0,20.0,0
Albiss,@alba_bover,2023-09-02 13:11:52+00:00,"Esto es una petición para que 
@NetflixES
 ponga la película ",0.0,0.0,0.0,20.0,0
La Noe,@jesuislanoe,2023-09-02 13:02:08+00:00,"Dice mi psicóloga que tengo q celebrar las pequeñas cosas que me hacen feliz.
Pues hoy celebro que 
@NetflixES
 haya incluido en su catálogo “The Ruins” 

Si no la habéis visto,es IMPERATIVO que lo hagáis.

Un besito",1.0,3.0,47.0,423.0,0
Ari Gold,@edu__MT,2023-09-02 13:01:06+00:00,"Siiiiii, gracias ⁦
@NetflixES
⁩, lo próximo espero que sea la edición en BluRay con audio castellano ⁦
@WarnerBrosSpain
⁩",0.0,0.0,0.0,423.0,0
Netflix España,@NetflixES,2023-09-02 13:00:02+00:00, Spicy Candy Challenge con #OnePieceNetflix ,2.0,13.0,130.0,423.0,0
Un DCinefilo,@UnDCinefilo,2023-09-02 12:51:16+00:00,"""No sabemos cuánto tardarán en encontrar el tesoro, pero nuestro corazón lo han encontrado rápido"" .
@NetflixES
 #OnePiece #OnePieceNetflix #OnePieceLiveAction",0.0,1.0,16.0,423.0,0
La Voz de Ávila,@LaVozdeAvila,2023-09-02 12:44:00+00:00," Netflix: Un lugar para soñar (Temporada 5 - Parte 1)
 https://lavozdeavila.com/noticia/13080/estrenos/netflix:-un-lugar-para-sonar-temporada-5---parte-1.html…
 #LaVozdeAvila #UnLugarParaSoñar #VirginRiver #Estrenos #Netflix #NetflixEspaña
 
@NetflixES",0.0,0.0,0.0,423.0,0
Pedro Pablo Garre Vázquez,@V00D001972,2023-09-02 12:42:30+00:00,"Hola  
@NetflixES
 Podrían indicarme que pasa con la serie Ballers que ha desaparecido del catálogo?",0.0,0.0,0.0,423.0,0
RAULIKEN,@Rauliken,2023-09-02 12:25:23+00:00,"Visto 2023
Hilo

Cine
Super Mario Bros  10/10
@NetflixES
 
Sky Rojo T3. 7/10
Machos Alfa 8/10
Peaky Blinders T6. 10/10
@DisneyPlusES
 
Spiderman 3. 7/10
Marvel Los Vengadores 9/10
@PrimeVideoES
 
Días mejores 6/10
@HBOMaxES
 
The Last of us 10/10",1.0,0.0,0.0,7.0,0
Ro,@tikki_spotson,2023-09-02 12:24:30+00:00,"@NetflixES
 para cuando más capítulos de Inuyasha? ",1.0,0.0,0.0,7.0,0
anna,@haerryness,2023-09-02 12:12:01+00:00,netflixes from all over the world should have a big-ass sign in their offices with 'be aware of young royals fans' written on it bc how the hell didn't you expect your comment to blow up?  c'mon,0.0,2.0,33.0,7.0,0
